customer_id,gender,senior_subscriber,family_account,kids_profile,subscription_months,mobile_access,shared_profiles,streaming_quality,account_security,offline_downloads,device_protection,premium_support,live_tv_package,movie_package,subscription_plan,digital_billing,payment_method,monthly_subscription_fee,total_spent,churn,views_per_week,average_watch_time,number_of_devices,favorite_genre,engagement_score,subscription_value_ratio,churn_probability,predicted_class,risk_level
8591-NXRCV,Female,0,No,No,41,Yes,Multiple,Standard HD,Yes,No,Yes,Yes,No,Yes,Monthly,Yes,Bank transfer (automatic),74.65,3090.65,0,19.2,3.78,4,Kids,18.14,41.4,0.1229,0,Low
7895-VONWT,Female,0,No,No,25,No,Single,Standard HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,48.25,1293.8,0,17.9,3.74,4,Reality,16.74,26.81,0.5432,1,Medium
4526-RMTLL,Male,0,Yes,Yes,8,Yes,Multiple,Standard HD,Yes,Yes,No,Yes,No,Yes,Two-Year,Yes,Credit card (automatic),76.15,645.8,0,6.9,4.35,2,Documentary,15.01,8.48,0.0874,0,Low
6253-GNHWH,Female,0,Yes,Yes,71,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,No,No,Two-Year,No,Mailed check,71.1,5224.95,0,29.8,3.0,5,Documentary,17.88,73.49,0.0244,0,Low
4566-NECEV,Male,0,No,No,5,Yes,Multiple,Ultra HD,No,Yes,Yes,No,No,Yes,Monthly,No,Electronic check,96.55,500.1,0,15.8,3.06,4,Documentary,12.09,5.18,0.6227,1,Medium
8080-POTJR,Female,0,No,No,30,Yes,Multiple,Standard HD,Yes,No,Yes,No,Yes,Yes,Annual,Yes,Credit card (automatic),79.3,2427.1,0,19.9,3.4,1,Kids,67.66,30.61,0.1068,0,Low
6906-MPARY,Male,0,No,No,40,Yes,Single,Ultra HD,No,Yes,No,Yes,No,Yes,Annual,Yes,Credit card (automatic),89.6,3488.15,0,5.3,3.63,4,Documentary,4.81,38.93,0.2596,0,Low
3662-FXJFO,Female,0,No,No,54,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,20.5,1035.7,0,16.7,3.15,5,Comedy,10.52,50.52,0.0206,0,Low
8107-RZLNV,Male,0,Yes,No,72,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),106.3,7565.35,0,22.3,3.53,5,Reality,15.74,71.17,0.1902,0,Low
0516-OOHAR,Male,0,Yes,Yes,28,Yes,Single,Ultra HD,No,Yes,Yes,No,Yes,Yes,Annual,No,Bank transfer (automatic),100.35,2799.0,0,19.4,1.91,3,Documentary,12.35,27.89,0.2375,0,Low
2027-CWDNU,Male,0,Yes,Yes,18,Yes,Single,Ultra HD,No,No,No,Yes,No,Yes,Monthly,Yes,Electronic check,85.6,1601.5,0,12.2,2.8,4,Kids,8.54,18.71,0.5597,1,Medium
2737-WFVYW,Female,0,No,No,2,No,Single,Standard HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,45.25,85.5,1,2.9,2.6,1,Reality,7.54,1.89,0.8428,1,High
9912-OMZDS,Female,0,Yes,Yes,59,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Annual,Yes,Electronic check,106.15,6256.2,0,26.7,4.83,1,Drama,128.96,58.94,0.2669,0,Low
3733-ZEECP,Male,0,Yes,Yes,22,Yes,Single,Standard HD,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,51.1,1232.9,0,9.2,3.86,5,Comedy,7.1,24.13,0.2954,0,Low
7878-RTCZG,Female,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,19.9,19.9,0,5.9,1.01,4,Drama,1.49,1.0,0.3478,0,Low
2452-MRMZF,Female,1,Yes,No,72,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Credit card (automatic),25.7,1937.4,0,13.7,1.46,1,Kids,20.0,75.39,0.015,0,Low
2272-QAGFO,Female,1,No,No,14,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.3,1096.25,1,29.1,2.79,3,Drama,27.06,14.75,0.7097,1,High
7103-IPXPJ,Male,0,Yes,No,50,Yes,Multiple,Ultra HD,No,No,No,Yes,Yes,Yes,Annual,No,Electronic check,99.4,5059.75,0,19.5,2.48,5,Action,9.67,50.9,0.3559,0,Low
4342-HFXWS,Female,0,Yes,Yes,48,Yes,Single,Standard HD,Yes,No,Yes,Yes,Yes,No,Annual,No,Bank transfer (automatic),69.7,3023.65,0,17.3,4.23,2,Kids,36.59,43.38,0.0431,0,Low
3545-CNWRG,Female,0,Yes,Yes,49,Yes,Multiple,Ultra HD,No,Yes,No,No,Yes,Yes,Monthly,Yes,Electronic check,98.35,4889.2,0,15.4,4.74,3,Documentary,24.33,49.71,0.6358,1,Medium
1785-BPHTP,Male,0,Yes,Yes,28,Yes,Single,Ultra HD,No,No,Yes,No,Yes,No,Monthly,No,Electronic check,85.45,2289.9,0,6.5,3.36,3,Documentary,7.28,26.8,0.4795,1,Medium
4989-LIXVT,Male,1,No,No,68,Yes,Multiple,Ultra HD,No,Yes,Yes,No,No,Yes,Monthly,Yes,Electronic check,95.9,6503.2,0,12.1,2.65,4,Sports,8.02,67.81,0.6471,1,Medium
7315-WYOAW,Male,0,No,No,13,Yes,Multiple,Ultra HD,No,No,No,Yes,Yes,Yes,Monthly,No,Electronic check,100.75,1313.25,0,17.2,2.01,4,Reality,8.64,13.03,0.5769,1,Medium
1173-XZPYF,Female,0,No,No,11,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,No,Monthly,Yes,Electronic check,89.2,990.3,0,17.2,3.63,4,Drama,15.61,11.1,0.8075,1,High
9850-OWRHQ,Female,0,Yes,No,3,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),74.1,228.0,1,3.0,2.75,2,Reality,4.12,3.08,0.8514,1,High
3768-NLUBH,Male,1,Yes,No,57,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,No,Electronic check,100.6,5746.15,1,16.9,4.51,1,Action,76.22,57.12,0.5824,1,Medium
8676-TRMJS,Male,0,No,No,3,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,No,Mailed check,75.0,209.1,1,10.3,1.07,3,Action,3.67,2.79,0.7272,1,High
2509-TFPJU,Male,0,Yes,No,72,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),25.75,1864.2,0,17.8,4.23,2,Comedy,37.65,72.4,0.0026,0,Low
9530-GRMJG,Male,0,Yes,Yes,70,Yes,Multiple,Standard HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Electronic check,84.1,5979.7,0,11.9,1.7,5,Comedy,4.05,71.1,0.1025,0,Low
6898-RBTLU,Female,0,Yes,Yes,49,Yes,Multiple,Standard HD,No,Yes,No,Yes,Yes,Yes,Two-Year,No,Bank transfer (automatic),79.3,3902.45,0,17.0,2.22,5,Comedy,7.55,49.21,0.0565,0,Low
5481-NTDOH,Female,1,Yes,No,67,Yes,Multiple,Ultra HD,Yes,No,Yes,No,Yes,Yes,Annual,Yes,Credit card (automatic),107.05,7142.5,0,24.0,3.59,4,Drama,21.54,66.72,0.1885,0,Low
2068-WWXQZ,Male,0,No,No,46,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),20.05,902.0,0,18.0,2.36,4,Reality,10.62,44.99,0.0164,0,Low
7359-SSBJK,Female,1,No,No,64,Yes,Single,Standard HD,Yes,Yes,No,Yes,Yes,No,Two-Year,Yes,Credit card (automatic),70.2,4481.0,1,7.4,1.75,2,Comedy,6.48,63.83,0.1786,0,Low
2061-VVFST,Female,0,Yes,No,37,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),19.5,805.2,0,14.2,1.58,3,Reality,7.48,41.29,0.2164,0,Low
0685-MLYYM,Female,1,No,No,2,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,No,Electronic check,70.75,154.85,1,10.3,1.16,4,Sports,2.99,2.19,0.7819,1,High
0749-IRGQE,Female,1,Yes,No,13,No,Single,Standard HD,No,No,No,No,Yes,Yes,Monthly,No,Electronic check,45.3,528.45,0,6.5,3.62,2,Sports,11.76,11.67,0.5625,1,Medium
2380-DAMQP,Female,0,Yes,No,72,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Electronic check,115.15,8349.7,0,28.1,4.52,2,Kids,63.51,72.51,0.0696,0,Low
2256-YLYLP,Male,0,Yes,Yes,68,Yes,Single,Standard HD,No,No,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),72.95,4953.25,0,13.9,1.5,5,Comedy,4.17,67.9,0.0986,0,Low
1272-ILHFG,Male,0,Yes,Yes,15,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,19.65,332.65,0,13.3,4.19,2,Comedy,27.86,16.93,0.0186,0,Low
0164-XAIRP,Female,0,No,No,24,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Bank transfer (automatic),19.55,470.2,0,17.5,2.32,4,Reality,10.15,24.05,0.0288,0,Low
5666-CYCYZ,Female,0,No,No,24,Yes,Multiple,Ultra HD,No,No,No,Yes,No,Yes,Monthly,Yes,Electronic check,89.55,2259.35,0,25.6,2.2,1,Action,56.32,25.23,0.6283,1,Medium
4011-ARPHK,Male,0,No,No,27,Yes,Single,Standard HD,Yes,No,No,No,No,No,Monthly,No,Mailed check,50.35,1411.35,0,11.2,2.97,2,Reality,16.63,28.03,0.1862,0,Low
8182-PNAGI,Male,0,No,No,12,Yes,Single,Standard HD,No,No,No,Yes,No,No,Monthly,No,Bank transfer (automatic),50.25,593.75,1,24.1,2.07,3,Kids,16.63,11.82,0.3878,0,Low
6365-HITVU,Female,0,Yes,Yes,71,Yes,Single,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Credit card (automatic),87.25,6328.7,0,11.0,1.46,4,Action,4.01,72.54,0.0165,0,Low
7558-IMLMT,Male,0,Yes,Yes,67,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,20.8,1411.9,0,7.9,2.96,3,Documentary,7.79,67.88,0.0136,0,Low
9488-FYQAU,Female,0,Yes,No,63,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),109.25,6841.4,0,20.8,1.8,1,Reality,37.44,62.62,0.0876,0,Low
3590-TCXTB,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.35,20.35,0,20.9,2.33,5,Comedy,9.74,1.0,0.5229,1,Medium
6994-KERXL,Male,0,No,No,4,Yes,Single,Standard HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,55.9,238.5,0,14.9,2.47,2,Comedy,18.4,4.27,0.6941,1,Medium
7957-RYHQD,Female,1,No,No,40,Yes,Single,Ultra HD,Yes,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),79.2,3233.85,1,15.7,1.86,2,Drama,14.6,40.83,0.4056,1,Medium
2180-DXNEG,Female,0,No,No,12,Yes,Single,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,96.0,1062.1,1,18.9,4.07,5,Sports,15.38,11.06,0.8436,1,High
1960-UOTYM,Male,0,Yes,Yes,52,Yes,Single,Standard HD,Yes,Yes,Yes,No,Yes,Yes,Two-Year,No,Electronic check,79.2,4016.3,0,14.5,3.88,4,Reality,14.06,50.71,0.0854,0,Low
2740-JFBOK,Male,0,No,No,10,Yes,Multiple,Mobile only,No,No,No,No,No,No,Monthly,Yes,Electronic check,24.0,226.55,0,10.0,4.18,5,Reality,8.36,9.44,0.3325,0,Low
6500-JVEGC,Male,0,No,No,68,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,No,Annual,No,Bank transfer (automatic),101.35,7110.75,0,22.8,3.89,4,Documentary,22.17,70.16,0.1013,0,Low
5515-AKOAJ,Female,0,No,No,54,Yes,Multiple,Ultra HD,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,100.1,5440.9,1,14.3,3.48,2,Reality,24.88,54.35,0.6531,1,Medium
8976-OQHGT,Female,0,Yes,Yes,4,Yes,Single,Standard HD,No,Yes,No,Yes,No,No,Monthly,No,Mailed check,56.5,235.1,1,12.5,4.32,4,Kids,13.5,4.16,0.4347,1,Medium
5245-VDBUR,Female,0,Yes,No,52,No,Single,Standard HD,Yes,No,Yes,No,No,No,Annual,No,Mailed check,35.45,1958.95,0,31.5,4.57,3,Reality,47.99,55.26,0.1007,0,Low
6230-BSUXY,Female,1,No,No,1,Yes,Single,Ultra HD,No,No,Yes,No,No,Yes,Monthly,Yes,Electronic check,85.0,85.0,1,20.5,4.44,5,Reality,18.2,1.0,0.8991,1,High
8469-SNFFH,Male,0,Yes,No,70,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,No,Annual,No,Bank transfer (automatic),79.4,5528.9,0,23.6,3.13,2,Reality,36.93,69.63,0.0421,0,Low
2144-ESWKO,Male,0,No,No,43,No,Single,Standard HD,Yes,No,Yes,No,No,No,Annual,Yes,Credit card (automatic),35.2,1463.7,0,29.7,4.94,3,Documentary,48.91,41.58,0.0959,0,Low
1241-FPMOF,Male,0,No,No,52,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.65,1025.05,0,26.1,4.47,2,Kids,58.33,52.17,0.01,0,Low
9928-BZVLZ,Female,0,No,No,12,No,Single,Standard HD,Yes,No,Yes,Yes,No,Yes,Two-Year,No,Mailed check,49.85,552.1,0,7.8,2.9,3,Reality,7.54,11.08,0.0619,0,Low
4114-QMKVN,Female,0,Yes,Yes,56,Yes,Multiple,Standard HD,Yes,Yes,No,No,No,Yes,Annual,No,Bank transfer (automatic),68.75,3815.4,0,30.9,4.21,1,Action,130.09,55.5,0.0596,0,Low
2775-SEFEE,Male,0,No,Yes,0,Yes,Multiple,Standard HD,Yes,Yes,No,Yes,No,No,Two-Year,Yes,Bank transfer (automatic),61.9,,0,16.1,4.53,4,Drama,18.23,22.58,0.0565,0,Low
9003-CPATH,Male,0,No,No,42,Yes,Multiple,Ultra HD,No,No,Yes,No,No,No,Monthly,No,Electronic check,79.9,3313.4,0,6.8,3.89,1,Sports,26.45,41.47,0.4429,1,Medium
1754-GKYPY,Male,1,Yes,No,22,Yes,Single,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),89.75,1938.9,0,28.7,3.71,5,Sports,21.3,21.6,0.5402,1,Medium
5294-CDGWY,Male,0,Yes,Yes,51,No,Single,Standard HD,Yes,Yes,Yes,No,Yes,Yes,Annual,No,Electronic check,59.3,3014.65,1,19.1,1.37,5,Reality,5.23,50.84,0.416,1,Medium
7956-XQWGU,Male,0,No,No,27,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),19.4,460.25,0,25.3,3.17,3,Reality,26.73,23.72,0.1644,0,Low
1591-MQJTP,Male,1,Yes,No,51,Yes,Multiple,Ultra HD,Yes,No,Yes,No,No,Yes,Annual,Yes,Bank transfer (automatic),93.65,4839.15,0,16.1,1.68,3,Kids,9.02,51.67,0.1755,0,Low
5295-PCJOO,Male,0,No,Yes,4,Yes,Single,Standard HD,Yes,No,No,No,No,No,Monthly,Yes,Electronic check,49.4,184.4,1,11.4,3.25,2,Action,18.53,3.73,0.6831,1,Medium
2369-FEVNO,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,19.9,19.9,0,11.4,1.6,4,Documentary,4.56,1.0,0.5666,1,Medium
9863-JZAIC,Male,0,No,No,35,Yes,Single,Standard HD,No,No,No,No,Yes,No,Monthly,No,Mailed check,55.0,2010.55,1,16.6,1.65,4,Action,6.85,36.56,0.3742,0,Low
7471-MQPOS,Male,1,Yes,Yes,71,Yes,Multiple,Standard HD,No,Yes,Yes,Yes,No,Yes,Annual,Yes,Bank transfer (automatic),72.9,5139.65,0,10.0,3.87,4,Reality,9.68,70.5,0.1849,0,Low
7660-HDPJV,Female,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.2,69.2,1,24.9,2.79,3,Drama,23.16,1.0,0.8774,1,High
5115-SQAAU,Female,0,Yes,Yes,69,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Bank transfer (automatic),25.6,1673.4,0,15.4,2.76,3,Sports,14.17,65.37,0.006,0,Low
9845-QOMAD,Male,0,Yes,Yes,14,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,19.75,309.35,0,27.6,3.45,3,Comedy,31.74,15.66,0.0203,0,Low
7672-VFMXZ,Male,0,Yes,No,57,Yes,Single,Standard HD,Yes,No,No,Yes,No,No,Monthly,No,Electronic check,55.7,3171.6,0,24.0,3.99,1,Sports,95.76,56.94,0.1702,0,Low
9739-JLPQJ,Female,0,Yes,Yes,72,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Credit card (automatic),117.5,8670.1,0,30.7,3.69,2,Reality,56.64,73.79,0.0297,0,Low
9916-AYHTC,Male,0,No,No,48,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),19.85,916.0,0,30.5,2.22,2,Reality,33.86,46.15,0.0135,0,Low
3855-ONCAR,Female,0,Yes,Yes,4,Yes,Single,Ultra HD,No,No,No,No,Yes,No,Monthly,Yes,Mailed check,78.9,299.75,0,25.4,1.86,4,Drama,11.81,3.8,0.6632,1,Medium
1488-SYSFC,Male,0,Yes,Yes,31,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Electronic check,20.65,702.05,0,14.0,2.07,5,Reality,5.8,34.0,0.2389,0,Low
7931-PXHFC,Male,0,No,No,38,Yes,Single,Standard HD,No,No,Yes,Yes,No,Yes,Annual,Yes,Mailed check,62.3,2354.8,1,22.9,2.97,1,Kids,68.01,37.8,0.2797,0,Low
3990-QYKBE,Male,1,Yes,No,37,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,92.5,3473.4,1,28.2,1.69,3,Sports,15.89,37.55,0.8104,1,High
0970-QXPXW,Female,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,19.65,19.65,0,7.7,3.17,3,Sports,8.14,1.0,0.5423,1,Medium
3259-KNMRR,Male,1,No,No,57,Yes,Multiple,Standard HD,No,Yes,Yes,No,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),79.75,4438.2,0,6.0,4.4,1,Drama,26.4,55.65,0.1142,0,Low
6120-RJKLU,Female,1,Yes,No,62,Yes,Single,Standard HD,Yes,No,Yes,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),79.95,4819.75,0,26.4,4.48,1,Comedy,118.27,60.28,0.0339,0,Low
9572-WUKSB,Male,0,Yes,No,3,No,Single,Standard HD,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,29.9,92.25,0,5.8,1.8,1,Documentary,10.44,3.09,0.5269,1,Medium
5893-KCLGT,Female,0,No,Yes,72,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,19.75,1567.0,0,8.9,3.82,1,Comedy,34.0,79.34,0.0213,0,Low
0076-LVEPS,Male,0,No,Yes,29,No,Single,Standard HD,Yes,Yes,Yes,Yes,No,No,Monthly,Yes,Mailed check,45.0,1242.45,0,10.3,3.68,3,Action,12.63,27.61,0.2005,0,Low
3640-JQGJG,Male,0,Yes,Yes,13,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),44.8,559.2,0,24.0,4.49,1,Action,107.76,12.48,0.1944,0,Low
4919-MOAVT,Male,0,No,Yes,3,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,No,Electronic check,69.65,220.1,1,20.2,1.75,2,Drama,17.68,3.16,0.7254,1,High
1596-OQSPS,Female,0,No,No,11,Yes,Single,Standard HD,No,Yes,No,No,No,No,Monthly,No,Electronic check,51.1,531.15,0,15.3,1.6,3,Documentary,8.16,10.39,0.3739,0,Low
9867-XOBQA,Female,0,No,Yes,21,No,Single,Standard HD,Yes,Yes,Yes,Yes,Yes,No,Two-Year,No,Mailed check,53.15,1183.2,0,17.8,3.42,5,Kids,12.18,22.26,0.0619,0,Low
9546-KDTRB,Female,0,No,No,19,Yes,Multiple,Mobile only,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),24.7,465.85,0,30.5,2.6,2,Drama,39.65,18.86,0.2093,0,Low
3090-HAWSU,Male,0,No,No,61,Yes,Multiple,Ultra HD,Yes,No,Yes,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),111.6,6876.05,1,8.7,3.3,5,Sports,5.74,61.61,0.4197,1,Medium
9820-RMCQV,Female,0,No,No,11,Yes,Single,Standard HD,Yes,No,No,No,No,No,Monthly,No,Credit card (automatic),48.55,501.0,1,8.8,1.21,4,Comedy,2.66,10.32,0.3775,0,Low
3174-RKMOW,Male,0,Yes,Yes,35,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,109.95,3782.4,0,19.0,4.85,3,Kids,30.72,34.4,0.5654,1,Medium
1760-CAZHT,Male,0,No,Yes,25,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.8,460.2,0,8.5,3.21,5,Comedy,5.46,22.12,0.1091,0,Low
7839-QRKXN,Female,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,20.2,20.2,1,17.8,1.9,1,Documentary,33.82,1.0,0.678,1,Medium
8441-SHIPE,Female,0,No,No,67,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Bank transfer (automatic),25.6,1790.35,0,21.9,1.5,3,Comedy,10.95,69.94,0.0096,0,Low
5204-QZXPU,Male,0,No,No,19,No,Single,Standard HD,No,No,Yes,No,Yes,No,Monthly,Yes,Electronic check,39.65,733.35,1,6.2,1.44,2,Action,4.46,18.5,0.73,1,High
4597-ELFTS,Male,0,No,No,56,Yes,Multiple,Mobile only,No,No,No,No,No,No,Annual,No,Electronic check,24.9,1334.0,1,25.6,2.0,1,Sports,51.2,53.57,0.2251,0,Low
1320-GVNHT,Male,0,Yes,Yes,72,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,Yes,Two-Year,Yes,Credit card (automatic),108.4,7767.25,0,19.5,2.55,2,Documentary,24.86,71.65,0.0312,0,Low
1047-RNXZV,Male,0,No,No,43,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.55,876.15,0,29.2,2.18,1,Action,63.66,44.82,0.0073,0,Low
3541-ZNUHK,Female,0,Yes,Yes,55,Yes,Multiple,Ultra HD,Yes,Yes,No,No,No,No,Monthly,Yes,Electronic check,85.1,4600.95,0,22.3,4.42,4,Reality,24.64,54.07,0.2557,0,Low
8450-JOVAH,Male,0,Yes,Yes,2,Yes,Multiple,Standard HD,Yes,No,No,No,No,No,Monthly,No,Mailed check,56.7,113.55,1,6.0,2.98,4,Action,4.47,2.0,0.3491,0,Low
8725-JEDFD,Male,0,No,No,27,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Mailed check,69.05,1793.25,0,19.5,1.33,3,Reality,8.65,25.97,0.5126,1,Medium
7562-UXTPG,Female,0,No,No,13,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Mailed check,70.15,886.7,0,25.0,2.94,2,Sports,36.75,12.64,0.6392,1,Medium
8071-SBTRN,Female,0,No,No,70,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,Yes,Two-Year,Yes,Mailed check,111.15,7737.55,0,28.9,4.4,5,Reality,25.43,69.61,0.0919,0,Low
1113-IUJYX,Female,0,Yes,No,14,Yes,Single,Ultra HD,Yes,Yes,No,Yes,Yes,Yes,Annual,No,Mailed check,105.95,1348.9,1,7.7,0.97,3,Comedy,2.49,12.73,0.4887,1,Medium
6668-CNMFP,Female,0,Yes,Yes,19,Yes,Multiple,Ultra HD,No,No,No,Yes,No,Yes,Annual,Yes,Bank transfer (automatic),89.35,1686.85,0,19.3,2.95,4,Documentary,14.23,18.88,0.2499,0,Low
5626-MGTUK,Female,0,No,No,20,Yes,Multiple,Ultra HD,Yes,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),89.1,1879.25,0,9.6,3.68,4,Documentary,8.83,21.09,0.4602,1,Medium
5681-LLOEI,Male,0,Yes,Yes,43,Yes,Multiple,Ultra HD,Yes,No,Yes,Yes,No,No,Annual,Yes,Credit card (automatic),91.25,4013.8,0,29.4,1.99,2,Comedy,29.25,43.99,0.1021,0,Low
8212-DJRCH,Male,0,Yes,Yes,5,Yes,Single,Ultra HD,Yes,No,Yes,No,No,Yes,Monthly,Yes,Mailed check,90.35,434.5,0,24.0,3.36,3,Kids,26.88,4.81,0.63,1,Medium
4323-OHFOW,Female,1,Yes,No,70,Yes,Multiple,Ultra HD,No,Yes,No,Yes,Yes,Yes,Annual,Yes,Bank transfer (automatic),105.55,7195.35,0,16.6,2.5,1,Drama,41.5,68.17,0.1848,0,Low
4933-BSAIP,Female,0,Yes,No,40,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.1,780.1,0,14.6,2.63,5,Documentary,7.68,40.84,0.0293,0,Low
2030-BTZRO,Male,0,Yes,Yes,6,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Credit card (automatic),20.4,107.6,0,18.5,3.45,2,Sports,31.91,5.27,0.0481,0,Low
1116-DXXDF,Male,0,No,No,39,Yes,Single,Ultra HD,Yes,No,Yes,No,Yes,Yes,Two-Year,Yes,Electronic check,100.45,3801.7,0,16.9,1.87,2,Documentary,15.8,37.85,0.2204,0,Low
9274-CNFMO,Male,1,Yes,No,4,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,No,Electronic check,74.95,308.7,1,15.6,1.14,2,Documentary,8.89,4.12,0.75,1,High
7758-XKCBS,Male,0,No,No,15,No,Single,Standard HD,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,29.7,438.25,1,24.8,2.66,4,Sports,16.49,14.76,0.5608,1,Medium
8992-JQYUN,Male,0,Yes,No,1,No,Single,Standard HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,50.35,50.35,1,10.5,4.21,5,Comedy,8.84,1.0,0.7951,1,High
6563-VNPMN,Female,1,No,No,45,Yes,Single,Ultra HD,Yes,Yes,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),85.7,3778.1,0,14.8,3.07,4,Kids,11.36,44.09,0.2034,0,Low
0617-AQNWT,Female,0,Yes,No,64,No,Single,Standard HD,Yes,No,Yes,Yes,No,Yes,Two-Year,No,Electronic check,47.85,3147.5,1,20.1,3.26,5,Documentary,13.11,65.78,0.2045,0,Low
2267-WTPYD,Female,1,Yes,No,57,Yes,Multiple,Ultra HD,No,Yes,Yes,No,No,Yes,Monthly,No,Credit card (automatic),94.0,5438.95,0,26.1,3.71,4,Drama,24.21,57.86,0.2581,0,Low
0270-THENM,Male,0,Yes,Yes,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,No,No,Two-Year,No,Bank transfer (automatic),69.85,5102.35,0,20.5,4.05,4,Documentary,20.76,73.05,0.0244,0,Low
